ngo_id,darpan_id,ngo_name,ngo_type,registration_no,district,state,sub_district,address,pincode,sectors,main_category,latitude,longitude,last_updated,migrated,record_id
609f0dd0dd09400a7337c63e142f5e23,CG/2025/0773453,AADIM JATI SEWA SAHAKARI SAMITI KHAMTARAI,Society,337,BALOD,Chhattisgarh,Marri Bangla(Deori),VILLEGE - KHAMTARAI,491661,"Agriculture, Animal Husbandry,  Dairying & Fisheries, Animal Welfare, Food Processing, Panchayati Raj",other,,,2025-09-11T15:23:02,FALSE,
10ae01203a07402c1613062e57197ff2,CG/2020/0261852,AADITEE SAMITI,Society,30479,KORBA,Chhattisgarh,KORBA,"PURANI BASTI KOHADIYA, KORBA",495677,"Rural Development & Poverty Alleviation, Vocational Training",other,,,2020-08-26T21:20:05,TRUE,
607e05007b0040331e67eb25a9804541,CG/2023/0354013,AADIVASI SHIKSHAN AVN SAMAJ KALYAN SAMITI,Society,2193680415,KORBA,Chhattisgarh,KORBA,Ward No.23 House No.15 MIG 2 Pandit Ravishankar Nagar District Korba,495677,,other,,,2024-08-01T13:10:21,TRUE,
a0d30ff0cd01405a1e19211cd5bf86d9,CG/2023/0343527,AADIWASI AKSHAR UTTHAN SAMITI,Society,3088278595,BILASPUR,Chhattisgarh,Birkona,"Office Address C/O Anita Gond House 260, Kundrapara Ward No. 64, Mahamaya Nagar Birkona Post Koni Police Station Koni, Tehsil",495009,"Agriculture, Art & Culture, Children, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Labour & Employment, Legal Awareness & Aid, Rural Development & Poverty Alleviation",health,,,2023-05-11T16:54:39,TRUE,
c08c0a80850040a80815878408ff6c36,CG/2018/0189986,AADIWASI JANJAGRITI VIKAS SANSTHA SAMITI JAKADBANDHA,Society,1433,MUNGELI,Chhattisgarh,Lormi,"Village Jakadbhandha, Post- Surhi
Thana- Lormi, Dist.- Mungeli (C.G.)
Pin- 495115",495115,"Animal Husbandry,  Dairying & Fisheries, Education & Literacy, Labour & Employment, Rural Development & Poverty Alleviation",social_welfare,,,2018-03-09T15:28:10,TRUE,
d04005804900406e08f7e24175105b33,CG/2019/0224046,AADIWASI MAHILA SWA SAHAYTA SAMUH,Society,6764,NARAYANPUR,Chhattisgarh,Narayanpur,Vard No-01 Nayapara Narayanpur Teh. Narayanpur District Narayanpur,494661,Food Processing,other,,,2019-01-15T12:27:41,TRUE,
80a003d01a0d401e67a1ad52666c88a3,CG/2025/0615683,AADIWASI SEVA KALYAN SAMITI,Society,1.22202E+11,BALRAMPUR-RAMANUJGANJ,Chhattisgarh,Balrampur,"C/o Anand Kumar, Village Manpur, Tah- Wadrafnagar, Balrampur, C.G.",497223,"Environment & Forests, Human Rights, Information & Communication Technology, Legal Awareness & Aid, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Skill Development, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Women's Development & Empowerment, Youth Affairs",environment,24.7053322,83.3452321,2025-05-03T22:04:58,FALSE,
004905a0410740066293a35d30f19871,CG/2025/0635091,AADIWASI YUVA CHHATRA SANGATHAN CHHATTISGARH,Society,5463,UTTAR BASTAR KANKER,Chhattisgarh,Kanker,"H. NO.127, WARD NO.12, BARDEBHATA, TEH.- KANKER",494334,"Agriculture, Education & Literacy",social_welfare,,,2025-05-19T06:55:47,FALSE,
20e70e20930c41be02b37c4f06fa34b5,CG/2026/1034635,aadya shree jee godham,Society,1,BILASPUR,Chhattisgarh,Takhatpur,Village lakhasar post kathakoni dhan mandi k samne,495001,"Animal Husbandry,  Dairying & Fisheries",other,,,2026-03-19T13:46:24,FALSE,
40310120260240006bc1832d57167037,CG/2025/0612777,AADYALAXMI PRASHIKSHAN SANSTHAN,Society,CGR-5772,RAIPUR,Chhattisgarh,Raipur,DDU Nagar Raipur,492001,"Drinking Water, Education & Literacy, Skill Development, Vocational Training",social_welfare,21.240251,81.595695,2025-04-30T11:56:02,FALSE,
401009c00100402d3020ee9fa4308dc8,CG/2025/0506358,AAGAZ EK NAYI PAHAL SANSTHA SOCIETY,Society,1.22202E+11,RAIGARH,Chhattisgarh,RAIGARH,"WARD NO. 02, HOUSE NO.74, POST-JURDA TEHSIL-RAIGARH DIST.-RAIGARH CHHATTISGRAH PIN CODE-496001",496001,,other,,,2025-01-27T20:29:07,TRUE,
703b0d20aa0540ae15354098462759b6,CG/2022/0333418,AAGAZ NAV YUVA MANDAL,Society,1.22202E+11,RAIPUR,Chhattisgarh,RAIPUR,"H NO. 480 KH, AYODHYA NAGAR, WARD NO. 67 CHANGORABHATA RAIPUR CHHATISHGARG",492001,"Aged/Elderly, Agriculture, Art & Culture, Children, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, Skill Development, Tribal Affairs",health,,,2024-05-22T17:09:07,TRUE,
001c0090e50f40b62fd7fc9f09fe1de1,CG/2025/0493707,AAGHAAZ EDUCATION AND SOCIAL HELP ORGANIZATION,Society,1.22202E+11,BILASPUR,Chhattisgarh,BILASPUR,"BEHIND HUSSAINI MASJID, AFSAR MANZIL, TAIBA CHOWK TALAPARA BILASPUR (C.G.) 495001",495001,,other,,,2025-01-13T13:27:13,TRUE,
10100980240e407b2c92c20107fc1f53,CG/2024/0388010,AAJNIYA JEEVIKA FOUNDATION,Trust,2844591079,SURGUJA,Chhattisgarh,Ambikapur,New Building Angel Heart Mission School Mahuapara Fundurdihari,497001,"Children, Education & Literacy, Health & Family Welfare, Nutrition, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation",health,,,2024-02-15T11:28:45,TRUE,
00fb05d0bd0c417b0981ba8b26129d65,CG/2026/1018695,AAKANKSHA EDUCATIONAL AND WELFARE SOCIETY,Society,2624067526,DURG,Chhattisgarh,Durg,"B/9 , ward n.o 5, new nehru nager, umerpoti, durg, chhattisharh",491107,"Aged/Elderly, Children, Civic Issues, Education & Literacy, Health & Family Welfare, Human Rights, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation, Women's Development & Empowerment",health,,,2026-03-07T15:02:21,FALSE,
800e0380a30240aa06472075392b61a9,CG/2019/0236847,AAKAR AAKRITI SAMAJ SEWI SANSTHA,Society,3429,DAKSHIN BASTAR DANTEWADA,Chhattisgarh,GEEDAM,H. NO. 506 LOKENDRA GUPTA KA NIWAS NAKAPARA WARD NO 1 INFRONT OF POST OFFICE GEEDAM DISTRICT- DANTEWADA CHATTISGARH 494441,494441,Vocational Training,other,,,2019-10-04T11:10:14,TRUE,
90c50ae0450440252697871e882583d8,CG/2024/0443895,AAKRITI CHILD DEVELOPMENT AND LEARNING SOCIETY,Society,1.22202E+11,RAIPUR,Chhattisgarh,Raipur,"H.N. J00122 Ganpati Vahar new changorabhata kushalpur, Raipur. Chhattisharh, Pin 492013",492013,"Children, Education & Literacy, Health & Family Welfare, Vocational Training",health,,,2024-08-27T17:00:37,TRUE,
90a10cf00d0040b00ba15784823b4b67,CG/2017/0116005,AAMIN EDUCATION AND WELFARE FOUNDATION,Society,21552,DURG,Chhattisgarh,BHILAI,NEAR GAFFAR BUILDING CHHAWANI CHOWK BHILAI POST - I.E. DIST - DURG CHHATTISGARH PIN CODE - 490026,,"Education & Literacy, Information & Communication Technology, Labour & Employment, Vocational Training",social_welfare,,,2018-07-31T16:21:23,TRUE,
703a0d20000640ec04b7ac8d31b39664,CG/2018/0211850,AANCHALIK SAMACHAR PATRA SANGRAHALAYA EVAM SHODH SANSTHAN,Society,1356,BASTAR,Chhattisgarh,JAGDALPUR,"HOUSING BOARD COLONY
CIVIL LINE
LALBAGH",494001,"Education & Literacy, Tribal Affairs",social_welfare,,,2018-10-16T17:30:46,TRUE,
f0360300740541770557a230d7e21da3,CG/2026/1073713,AANKUR EDUCATION & TECHNOLOGY MANAGEMENT FOUNDATION,Section 8 Company,20208,BIJAPUR,Chhattisgarh,Bijapur,"Depopara Hospital Road, Bijapur Chhattisgarh - 494444",494444,"Education & Literacy, Environment & Forests, Health & Family Welfare, Information & Communication Technology, Micro Small & Medium Enterprises, Rural Development & Poverty Alleviation, Science & Technology, Skill Development",health,,,2026-05-04T15:20:55,FALSE,
30910f50540140ef1fb40e1a68df5452,CG/2020/0264631,Aanya Jankalyan Samiti,Society,26304,DURG,Chhattisgarh,BHILAI,"J-28, PARVATI COMPLEX, RUNGTA COLLEGE ROAD, SHANTI NAGAR",490023,"Children, Civic Issues, Education & Literacy, Food Processing, Health & Family Welfare, Human Rights, Legal Awareness & Aid, Micro Finance (SHGs), Nutrition, Women's Development & Empowerment",health,,,2020-12-02T03:59:57,TRUE,
103c0840a70a40401781b705962f5c49,CG/2020/0271719,AAO HAATH BADHAYEN SHAIKSHANIK WA SAMAJIK SANSTHA,Society,191,UTTAR BASTAR KANKER,Chhattisgarh,Kanker,"near LICoffice ,collectorate chowk tikarapara kanker 494334 ,chhattisgarh ,",494334,"Agriculture, Children, Education & Literacy, Environment & Forests, Rural Development & Poverty Alleviation, Skill Development, Tribal Affairs, Water Resources, Women's Development & Empowerment",environment,,,2021-07-22T16:00:10,TRUE,
b07a0670050440ff12758724a20913c2,CG/2023/0346891,AAPKA AASRA JAN KALYAN SAMITI,Society,78989,RAIPUR,Chhattisgarh,Raipur,"B-107, Avanti Tower Saddu Kachna Road Raipur Chhattisgarh",492001,,other,,,2024-01-12T10:50:49,TRUE,
a08b00d0570340381400cc2363f291c6,CG/2020/0252145,Aaradhna Manav Vikas samiti,Society,11293,KORBA,Chhattisgarh,korba,DARRI ROAD RAM SAGAR PARA KORBA (C. G.),495677,"Aged/Elderly, Art & Culture, Children, Dalit Upliftment, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Human Rights, Labour & Employment, Minority Issues, New & Renewable Energy, Nutrition, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs",health,,,2020-02-20T22:13:46,TRUE,
40650a30d80a40291f47a58d91bb6e99,CG/2022/0324136,Aaradhya Foundation,Society,1.22202E+11,BILASPUR,Chhattisgarh,LINGIYADIH,"WARD NO 5 PURANI BASTI LINGIYADIH
BILASPUR
TAHSIL BILASPUR",495006,,other,,,2022-09-06T11:29:05,TRUE,
b0300d20ab0040bb2245a84a059e7c52,CG/2024/0477891,AARADHYA JAN SWASTHYA SEVA SAMITI CHHATTISGARH,Society,6256,BILASPUR,Chhattisgarh,BILASPUR,Aaradhya Jan Swasthya Seva Gitanjali city phase 2 makan no 363 secl bahtarai road tehsil bilaspur dist bilaspur chhattisgah,495001,Health & Family Welfare,health,,,2025-01-06T18:31:52,TRUE,
d0e50250320b40fa17789c9ba85e6e07,CG/2023/0359676,AARAMBH WELFARE FOUNDATION,Society,1.22202E+11,RAIPUR,Chhattisgarh,RAIPUR,"NEAR GURU SHAKTI SHADAN, CHAUBE COLONY GEETA NAGAR RAIPUR C.G. 492001",492001,"Agriculture, Animal Husbandry,  Dairying & Fisheries, Art & Culture, Children, Dalit Upliftment, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Human Rights, Labour & Employment, Legal Awareness & Aid, Micro Small & Medium Enterprises, Nutrition, Panchayati Raj, Rural Development & Poverty Alleviation, Skill Development, Sports, Tourism, Tribal Affairs, Vocational Training, Water Resources",health,,,2023-09-22T13:50:47,TRUE,
e04109f0e80940930011904b64515605,CG/2017/0160482,Aarav Institute of Medical Science,Trust,U85300CT2015NPL001763,DURG,Chhattisgarh,Bhilai,"31,COMMERCIAL COMPLEX, M. L. NEHRU NAGAR (EAST), BHILAI DIST.- DURG (C.G.) 490020
",490020,Education & Literacy,social_welfare,,,2017-08-17T14:41:48,TRUE,
f07a04d02201400301104267d7bf0df5,CG/2017/0157597,Aarav Medishine Private Limited,Section 8 Company,U85300CT2014NPL001340 ,DURG,Chhattisgarh,BHILAI,"RASTOGI COMPLEX,31 COMMERCIAL COMPLEX, NEHRU NAGAR, BHILAI DIST.-DURG (C.G.)",490020,Education & Literacy,social_welfare,,,2017-07-06T12:31:28,TRUE,
d0b00900f40440322d594a93144f8b51,CG/2024/0475701,AARNA FOUNDATION,Society,1.22202E+11,RAIPUR,Chhattisgarh,RAIPUR,"B BLOCK, FLAT NO 602, 6TH FLOOR, HIMALAYA COURTYARD GREENS, DEVPURI, RAIPUR",492001,,other,,,2024-12-13T13:42:18,TRUE,
a03909003d0d404f63c4a85939d038c9,CG/2025/0645939,AARNA FOUNDATION,Society,35957,RAIPUR,Chhattisgarh,Raipur,"Plot no 9, Central Avenue, Choubey Colony , Raipur Chhattisgarh",492001,"Agriculture, Art & Culture, Children, Differently Abled, Education & Literacy, Environment & Forests, Rural Development & Poverty Alleviation, Skill Development, Vocational Training, Women's Development & Empowerment",environment,,,2025-05-22T12:08:33,FALSE,
30ce0340bf08403415170860112991d7,CG/2023/0355193,AAROGYA EDUCATION AND RESEARCH SOCIETY CHHATTISGARH,Society,c.g.state 6031,RAIPUR,Chhattisgarh,Raipur,aarogya hospital shankar nagar raipur,492001,,other,,,2025-01-02T18:17:06,TRUE,
90060500e90440c19488357319097b75,CG/2026/0987975,AAROHAN ABHIPSA ATAL PRAN,Society,29786,BILASPUR,Chhattisgarh,Bilaspur,"1/22, CHANDAN AWAS, RAJKISHOR NAGAR, BILASPUR, CHHATTISGARH - 495006",495006,"Art & Culture, Children, Education & Literacy, Skill Development, Vocational Training",social_welfare,,,2026-02-08T14:43:25,FALSE,
909e0dc08c0e415200717d8483740579,CG/2026/1018309,AAROHNEXT FOUNDATION,Section 8 Company,U85500CT2026NPL019718,RAJNANDGAON,Chhattisgarh,Rajnandgaon,Shikshak Nager Station Para,491441,"Agriculture, Children, Education & Literacy, Health & Family Welfare, Skill Development, Women's Development & Empowerment",health,,,2026-03-05T23:05:20,FALSE,
a0a50f20670e406215911d9b10e45823,CG/2021/0274613,AARSHA JYOTI SEWA SANSTHAN KOSRANGI,Society,31822,MAHASAMUND,Chhattisgarh,mahasamund,"aarsh jyoti gurukul ashram,kosrangi post pacheda ,mahasamund",493445,"Aged/Elderly, Animal Husbandry,  Dairying & Fisheries, Art & Culture, Children, Education & Literacy, Environment & Forests, Information & Communication Technology, Sports, Tribal Affairs",environment,,,2021-02-10T08:44:09,TRUE,
d0900080c60740480518166a03cf6538,CG/2019/0239560,AARTHO WELFARE FOUNDATION,Society,S.S.160,KOREA,Chhattisgarh,BAIKUNTHPUR,WARD NO 06 KHUTHANPARA BAIKUNTHPUR,497335,"Aged/Elderly, Agriculture, Animal Husbandry,  Dairying & Fisheries, Art & Culture, Children, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, HIV/AIDS, Housing, Nutrition, Science & Technology, Skill Development, Sports, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment, Youth Affairs",health,,,2019-08-21T18:42:34,TRUE,
d0930b90eb09409329771871534b7c98,CG/2024/0455354,AARUG SHIKSHAN SAMITI BIRRA,Society,29959/2016,JANJGIR-CHAMPA,Chhattisgarh,BIRRA,"VILL- BIRRA, DIST- JANJGIR CHAMPA CG 495661",495661,Education & Literacy,social_welfare,,,2024-10-07T15:21:34,TRUE,
f0010eb0170e41540e77fa5571d00fe9,CG/2026/1075109,AARVIYA MICRO GROWTH FEDERATION,Section 8 Company,20241,DURG,Chhattisgarh,Durg,"2/2 Shop No. 211, 1st Fl., Khichariya Complex Bhilai, S A F Lines Bhilai,",490022,"Animal Husbandry,  Dairying & Fisheries, Animal Welfare, Art & Culture, Children, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Human Rights, Micro Finance (SHGs), Micro Small & Medium Enterprises, Nutrition, Skill Development, Sports, Tourism, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs",health,,,2026-05-05T10:59:17,FALSE,
107b0130b301409221b1a925249d98b0,CG/2023/0376927,AARYA SIKSHA SAMITI,Society,3009,DURG,Chhattisgarh,DURG,MATHPARA DURG ARYA SAMAJ BHAVAN DIST DURG CHHATTISGARH,491001,,other,,,2023-12-19T09:57:51,TRUE,
50110230390840be74b4b49f67048e89,CG/2025/0749789,AARYA SPECIAL EDUCATION CENTER,Trust,CG-2025-26-113-4-519,DURG,Chhattisgarh,Durg,"Plot No 10, Roshan Vihar, Next to Hanuman Temple, Opposite of Bharat gas Godown, Dhanora Chowk, Dhanora, Bhilai, Durg",491001,"Art & Culture, Children, Differently Abled, Education & Literacy, Environment & Forests, Skill Development, Vocational Training",environment,,,2025-07-29T23:08:25,FALSE,
701e02004604406964a27b34040555d9,CG/2025/0623459,AARYABHATT EDUCATIONAL AND WELFARE SOCIETY,Society,1.22202E+11,BILASPUR,Chhattisgarh,Bilaspur,C/O ANITA CHANDRA H NO H 01 WARD NO 52 ATAL AWAS LINGYADIH BILASPUR DIST BILASPUR CHHATTISGARH 495006,495006,"Children, Education & Literacy, Youth Affairs",social_welfare,22.084718,82.18074,2025-05-06T12:34:10,FALSE,
205d0860830240130b379399c81609f2,CG/2018/0212338,AARYANS SEVA SANSTHAN,Society,9907,BALOD,Chhattisgarh,DALLI RAJHARA,"VILLAGEKUSUMKASA
TAHSILDONDI",491228,"Agriculture, Animal Husbandry,  Dairying & Fisheries, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Tribal Affairs, Vocational Training, Women's Development & Empowerment",health,,,2018-11-02T20:48:07,TRUE,
50e803105d0140ad2d880c23a6f25934,CG/2024/0470807,AARYAVART BAL KALYAN SIKSHA SAMITI LAGRA,Trust,4531,MUNGELI,Chhattisgarh,LORMI,"VILL.-LAGRA, POST-LAGRA, TEH.-LORMI, DIST.-MUNGELI",495115,,other,,,2024-12-04T10:44:49,TRUE,
e0b608d0850b40f20a19cd43021b3d83,CG/2019/0230257,AASARA FOUNDATION,Society,6343,MAHASAMUND,Chhattisgarh,SIRPUR,"H.O. :- AASARA FOUNDATION, SIRPURA, CHATTISGARH. KU. ISHA TADON, WARD NO. -06, MAKAN NO- 80, GRAM, SIRPUR, POST- SIRPUR, TEH. MAHASAMUND, CHATIISGRAH.
Office Adress :- Imali Bhatha Word No. 2 ganesh Atta Chaki ke pass Pragya Kunj, mahsamund (C.G.)
Contec No. :- 6261975706",493445,"Education & Literacy, Women's Development & Empowerment",social_welfare,,,2019-03-28T15:51:36,TRUE,
80a60ce0410040d426e0033868ff5ea6,CG/2024/0398656,AASARA WELFARE FOUNDATION,Society,1.22202E+11,BILASPUR,Chhattisgarh,BILASPUR,House number 533 ward number 20 tilak nagar gram chautona post- hirarri minsh,495001,,other,,,2024-08-27T18:40:24,TRUE,
60b704406b0140750f64157e508850b5,CG/2018/0186391,AASH EDUCATIONAL & WELFARE SOCIETY,Society,18515,BILASPUR,Chhattisgarh,Bilaspur,"Madhya Nagri Chowk, Near Radha Krishna Mandir, Bilaspur",495001,"Agriculture, Art & Culture, Education & Literacy, Food Processing, Health & Family Welfare, Legal Awareness & Aid, Minority Issues, Vocational Training",health,,,2018-02-05T16:59:12,TRUE,
d0880190ec0b402810f68e6b89d167e7,CG/2022/0320567,Aasha Ek Ummid Ki Kiran Mahila Sashaktikaran Sanstha,Society,1.22202E+11,KONDAGAON,Chhattisgarh,kondagaon,mahatma gandhi ward kondagaon distt kondagaon,494226,,other,,,2022-08-02T13:17:27,TRUE,
601402e0f406402f1450bb9d34077a30,CG/2019/0247071,Aashaon Ki Udaan,Society,1.22202E+11,RAIGARH,Chhattisgarh,Raigarh,"Ward No. 15, Civil Line, Darogapara Raigarh (C.G.)",496001,"Art & Culture, Children, Education & Literacy, Environment & Forests, Health & Family Welfare, Micro Finance (SHGs), Panchayati Raj, Sports, Women's Development & Empowerment, Youth Affairs",health,,,2019-11-29T14:44:45,TRUE,
f0dc0ce0050b405e27f3fd89850e2e49,CG/2024/0393257,AASHIRWAD JAN KALYAN SEWA SAMITI,Society,5584,RAIPUR,Chhattisgarh,RAIPUR,AASHIRWAD JAN KALYAN SEVA SAMITI HNO S-5 RAJIV NAGAR RAIPUR TAHSIL DIST RAIPUR C. G. 492007,492007,Health & Family Welfare,health,,,2024-02-28T18:39:17,TRUE,
50bf03507108409b37a0ba1c42062863,CG/2024/0476215,AASHIRWAD KIDZEE,Society,1.22202E+11,BILASPUR,Chhattisgarh,BILASPUR,HN 38/01 Ward Number 45 Ashirwad Bhawan Near Over Bridge Hemunagar,495001,,other,,,2024-12-18T13:51:42,TRUE,
30180a10730a412607913d8938451055,CG/2026/1018815,AASHKA FOUNDATION,Section 8 Company,U88900CT2026NPL019674,SURGUJA,Chhattisgarh,Lakhanpur,UDAIPUR LAKHANPUR,497116,"Agriculture, Animal Husbandry,  Dairying & Fisheries, Animal Welfare, Children, Civic Issues",social_welfare,,,2026-03-07T12:27:20,FALSE,
60b00440580c40670a03ea8f22313890,CG/2017/0177048,AASHRAY MAHILA KALYAN SAMITI,Trust,4978,RAJNANDGAON,Chhattisgarh,Rajnandgaon,"Smt Suman Sahu, House No 23 Aabadi Para Pendri, Ward No 20 Rajnandgaon",491441,,other,,,2017-12-15T16:41:35,TRUE,
702d0920070e40d616704e5b38f030e1,CG/2020/0253501,AASHRAY VRIDHJAN SEWA SAMITI RAIPUR,Society,CG-2690,RAIPUR,Chhattisgarh,RAIPUR,AASHRAY VRIDHJAN SEWA SAMITI RAIPUR C/O SMT. SARIKA VERMA OFFICE NO 105 HANUMAN MARKET RAMSAGAR PARARAIPUR CHHATTISGARH,492001,"Aged/Elderly, Art & Culture, Children, Differently Abled, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Human Rights, Right to Information & Advocacy, Tribal Affairs, Women's Development & Empowerment",health,,,2020-03-07T11:48:36,TRUE,
804002d02d0340e62a434c82b8b22c95,CG/2024/0410340,AASHRAYNISHTHA WELFARE SOCIETY,Society,1.22202E+11,BILASPUR,Chhattisgarh,BILASPUR,WARD NO-47 NAYA SARKANDA CHATTARGI GALI,495001,"Aged/Elderly, Children, Differently Abled, Drinking Water, Education & Literacy",elderly_care,,,2024-05-10T13:22:43,TRUE,
b0e308708e0040d28032f94d38200589,CG/2025/0824809,AASHRIT HELPLINE ASSOCIATION,Society,1053,SURGUJA,Chhattisgarh,Ambikapur,DUTTA COLONY VIDYA NAGAR SECTOR 4 AMBIKAPUR BLOCK TEHSIL AMBIKAPUR DISTRICT SURGUJA CG 497001,497001,"Education & Literacy, Health & Family Welfare, Water Resources",health,,,2025-09-20T19:57:01,FALSE,
409e0a80c90e40fa9a529459408580c7,CG/2025/0925087,AASMITA ASSOCIATION,Section 8 Company,U88900CT2025NPL019236,DURG,Chhattisgarh,Durg,"House No 154 Akriti Niwas, Pragati Nagar Risali, Civic Centre Bhilai",490006,"Aged/Elderly, Animal Welfare, Art & Culture, Differently Abled, Education & Literacy, Environment & Forests, Health & Family Welfare, New & Renewable Energy, Rural Development & Poverty Alleviation, Skill Development, Sports, Vocational Training, Women's Development & Empowerment",health,,,2025-12-15T18:37:24,FALSE,
e0b90ab08905407206c5dd1b31608dd6,CG/2017/0181106,aasra educational society,Society,1117,SURGUJA,Chhattisgarh,AMBIKAPUR,NEAR INDIAN GAS GODAM CHANDANI CHOUK AMBIKAPUR SARGUJA,497101,,other,,,2018-03-19T10:35:39,TRUE,
90e20c80fd0040c91f518308119e47d6,CG/2020/0271469,AASRA MANCH,Society,331,BASTAR,Chhattisgarh,bhanpuri,gram post bhanpuri jagdalpur,494224,,other,,,2020-12-23T12:28:42,TRUE,
c0480610e20040d50d46473bf63e6f32,CG/2018/0191657,AASTHA BAHUDDESHIYA KALYAN SANSTHAN,Society,4030,DURG,Chhattisgarh,Bhilai Nagar,"Qr. No. 23A, AvenueC, Sector2, Bhilai Nagar,
Distt. Durg - 490001 (C.G.)",490001,"Aged/Elderly, Differently Abled, Drinking Water, Health & Family Welfare, Micro Small & Medium Enterprises, Women's Development & Empowerment",health,,,2018-08-17T14:06:16,TRUE,
60bd0600460c403a1449ff30a3f71961,CG/2023/0344053,AASTHA EDUCATIONAL & WELFARE SOCIETY,Society,1.22202E+11,DHAMTARI,Chhattisgarh,Dhamtari,"VillageBodra, Ward no. 13, PostSambalpur,
DistDhamtari, C.G.",493773,"Education & Literacy, Information & Communication Technology, Science & Technology, Skill Development",social_welfare,,,2023-04-20T23:57:15,TRUE,
a09b08f02c0040f70c148f23c95b46e4,CG/2018/0185291,aastha foundation,Society,4245,RAIPUR,Chhattisgarh,raipur,south avenu chowbe colony raipur,492002,"Children, Dalit Upliftment, Education & Literacy, Environment & Forests, HIV/AIDS, Vocational Training, Women's Development & Empowerment",environment,,,2018-03-07T00:25:22,TRUE,
70650e60fe0440d81584ce92f3312ae3,CG/2023/0345949,AASTHA GURUKUL SAMAJ SEVI SANSTHA,Society,3965,BALRAMPUR-RAMANUJGANJ,Chhattisgarh,RAJPUR,RAVI DAS WARD KHUTANPARA PO RAJPUR TEH RAJPUR,497118,"Education & Literacy, Health & Family Welfare, Skill Development, Tribal Affairs",health,,,2023-05-17T17:41:23,TRUE,
a08502b04f0c41d10b838b38840711b7,CG/2026/1033417,AASTHA SAMAJ SEVI SANSTHA,Society,4526,RAJNANDGAON,Chhattisgarh,Rajnandgaon,83 MAHESH NAGAR RAJNANDGAON JILA RAJNANDGAON CHHATTISGARH 83 MAHESH NAGAR RAJNANDGAON JILA RAJNANDGAON CHHATTISGARH 83 MAHESH NAGAR RAJNANDGAON 491441,491441,"Education & Literacy, Skill Development",social_welfare,,,2026-03-18T14:59:18,FALSE,
201909c0ea01406e80141691d9633989,CG/2025/0849939,AASTHA SANKUL SANGATHAN SONESARAR,Society,1.22202E+11,DURG,Chhattisgarh,Durg,HOUSE NO 195 VILLAGE SONESARAR TEHSIL DONGARGAON DISTRICT RAJNANDGAON CHHATTISGARH,491441,"Agriculture, Children, Civic Issues, Dalit Upliftment, Education & Literacy, Human Rights, Micro Finance (SHGs), Nutrition, Rural Development & Poverty Alleviation, Skill Development",social_welfare,,,2025-10-11T18:29:04,FALSE,
c0390140cc0a40e132506a9e45ec4e06,CG/2025/0506419,AATMA KI PUKAR CHRISTIAN WELFARE AND CHARITABLE SOCIETY,Society,2714,RAIPUR,Chhattisgarh,Raipur,"Mr. Sunil Kumar John
Plot No. 1035/2, Ward no. 42, Near Little Flower School, Kotora Talab, Civil Line, Raipur",492001,"Agriculture, Art & Culture, Children, Education & Literacy, Food Processing, Sports",social_welfare,,,2025-01-28T19:31:36,TRUE,
70d40420430540d800e9533b801c84a2,CG/2020/0266106,AAWRAN URJA FOUNDATION,Section 8 Company,U85300CT2020NPL010412,RAIPUR,Chhattisgarh,Raipur,"Office No 9, Second Floor, Shristi Garden Complex, Behind Hotel Inn, Telibanda, Raipur, Chhattisgarh",492001,"Agriculture, Biotechnology, Children, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Human Rights, Labour & Employment, New & Renewable Energy, Panchayati Raj, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation",health,21.2372255,81.6689237,2020-10-05T15:17:44,TRUE,
90020aa0a50040770e36b16652dd2617,CG/2019/0232441,Aayucare rehabilitation society,Society,5569,RAIPUR,Chhattisgarh,RAIPUR,"AAYUCARE REHABILIATION SOCIETY
138, FIRST FLOOR , SAMTA ARCADE, SAMTA COLONY RAIPUR",492001,"Aged/Elderly, Children, Environment & Forests, Health & Family Welfare, Human Rights, Women's Development & Empowerment",health,,,2019-05-04T13:53:00,TRUE,
